1.txt
Object,YY,XX,YY,XX
1,1,1,0,1
2,0,1,1,1
45.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,1
2,0,1,1,1
46.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,1
2,0,1,1,1
47.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
48.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
49.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
5.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
50.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
51.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
52.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
53.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
54.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
55.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
56.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
57.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
58.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
59.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
6.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
60.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
61.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
62.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
63.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
64.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
65.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
66.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
67.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
68.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
69.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
7.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
70.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
71.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
72.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
73.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
74.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
75.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
76.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
77.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
78.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,0,0
2,0,0,1,1
79.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
8.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
80.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
81.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
82.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
83.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
84.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
85.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,0
2,1,0,1,1
9.txt
-,1,-,2,-
Object,YY,XX,YY,XX
1,1,1,1,1
2,1,1,1,1
